ポケモン名,フォルム名,経路,レベル,技名
ガオガエン,通常,わざマシン,,どろぼう
ガオガエン,通常,わざマシン,,きしかいせい
ガオガエン,通常,わざマシン,,まもる
ガオガエン,通常,レベルアップ,30,こわいかお
ガオガエン,通常,わざマシン,,こわいかお
ガオガエン,通常,わざマシン,,げきりん
ガオガエン,通常,わざマシン,,こらえる
ガオガエン,通常,レベルアップ,32,いばる
ガオガエン,通常,わざマシン,,ねごと
ガオガエン,通常,わざマシン,,バトンタッチ
ガオガエン,通常,レベルアップ,1,クロスチョップ
ガオガエン,通常,わざマシン,,にほんばれ
ガオガエン,通常,わざマシン,,かみくだく
ガオガエン,通常,タマゴ,,ねこだまし
ガオガエン,通常,わざマシン,,ねっぷう
ガオガエン,通常,わざマシン,,おにび
ガオガエン,通常,わざマシン,,からげんき
ガオガエン,通常,わざマシン,,きあいパンチ
ガオガエン,通常,わざマシン,,ちょうはつ
ガオガエン,通常,わざマシン,,てだすけ
ガオガエン,通常,わざマシン,,かわらわり
ガオガエン,通常,わざマシン,,はたきおとす
ガオガエン,通常,わざマシン,,がむしゃら
ガオガエン,通常,わざマシン,,ブラストバーン
ガオガエン,通常,わざマシン,,オーバーヒート
ガオガエン,通常,わざマシン,,つばめがえし
ガオガエン,通常,レベルアップ,1,ビルドアップ
ガオガエン,通常,わざマシン,,ビルドアップ
ガオガエン,通常,わざマシン,,とんぼがえり
ガオガエン,通常,わざマシン,,インファイト
ガオガエン,通常,わざマシン,,なげつける
ガオガエン,通常,レベルアップ,58,フレアドライブ
ガオガエン,通常,わざマシン,,フレアドライブ
ガオガエン,通常,わざマシン,,あくのはどう
ガオガエン,通常,わざマシン,,ドレインパンチ
ガオガエン,通常,わざマシン,,きあいだま
ガオガエン,通常,わざマシン,,ギガインパクト
ガオガエン,通常,わざマシン,,わるだくみ
ガオガエン,通常,わざマシン,,シャドークロー
ガオガエン,通常,レベルアップ,25,ほのおのキバ
ガオガエン,通常,わざマシン,,ほのおのキバ
ガオガエン,通常,わざマシン,,アイアンヘッド
ガオガエン,通常,わざマシン,,ニトロチャージ
ガオガエン,通常,わざマシン,,ローキック
ガオガエン,通常,わざマシン,,アクロバット
ガオガエン,通常,わざマシン,,ほのおのちかい
ガオガエン,通常,わざマシン,,じならし
ガオガエン,通常,わざマシン,,ヒートスタンプ
ガオガエン,通常,わざマシン,,バークアウト
ガオガエン,通常,タマゴ,,すてゼリフ
ガオガエン,通常,レベルアップ,0,ＤＤラリアット
ガオガエン,通常,タマゴ,,じごくづき
ガオガエン,通常,わざマシン,,じごくづき
ガオガエン,通常,タマゴ,,つけあがる
ガオガエン,通常,わざマシン,,じだんだ
ガオガエン,通常,わざマシン,,しっとのほのお
ガオガエン,通常,わざマシン,,うっぷんばらし
ガオガエン,通常,わざマシン,,ねっさのだいち
ガオガエン,通常,わざマシン,,テラバースト
ガオガエン,通常,わざマシン,,くさわけ
ガオガエン,通常,わざマシン,,やけっぱち
アシマリ,通常,レベルアップ,1,はたく
アシマリ,通常,レベルアップ,1,なきごえ
アシマリ,通常,レベルアップ,18,うたう
アシマリ,通常,レベルアップ,3,みずでっぽう
アシマリ,通常,レベルアップ,36,ハイドロポンプ
アシマリ,通常,わざマシン,,ハイドロポンプ
アシマリ,通常,わざマシン,,なみのり
アシマリ,通常,わざマシン,,れいとうビーム
アシマリ,通常,わざマシン,,ふぶき
アシマリ,通常,レベルアップ,21,バブルこうせん
アシマリ,通常,わざマシン,,たきのぼり
アシマリ,通常,わざマシン,,スピードスター
アシマリ,通常,わざマシン,,ドわすれ
アシマリ,通常,わざマシン,,ねむる
アシマリ,通常,わざマシン,,みがわり
アシマリ,通常,わざマシン,,まもる
アシマリ,通常,タマゴ,,ほろびのうた
アシマリ,通常,レベルアップ,15,こごえるかぜ
アシマリ,通常,わざマシン,,こごえるかぜ
アシマリ,通常,わざマシン,,こらえる
アシマリ,通常,わざマシン,,あまえる
アシマリ,通常,わざマシン,,ねごと
アシマリ,通常,レベルアップ,24,アンコール
アシマリ,通常,わざマシン,,アンコール
アシマリ,通常,わざマシン,,あまごい
アシマリ,通常,わざマシン,,うずしお
アシマリ,通常,わざマシン,,さわぐ
アシマリ,通常,わざマシン,,からげんき
アシマリ,通常,わざマシン,,てだすけ
アシマリ,通常,レベルアップ,30,ハイパーボイス
アシマリ,通常,わざマシン,,ハイパーボイス
アシマリ,通常,わざマシン,,みずのはどう
アシマリ,通常,タマゴ,,アクアリング
アシマリ,通常,レベルアップ,9,アクアジェット
アシマリ,通常,わざマシン,,アクロバット
アシマリ,通常,わざマシン,,みずのちかい
アシマリ,通常,レベルアップ,6,チャームボイス
アシマリ,通常,わざマシン,,チャームボイス
アシマリ,通常,わざマシン,,ドレインキッス
アシマリ,通常,レベルアップ,27,ミストフィールド
アシマリ,通常,わざマシン,,ミストフィールド
アシマリ,通常,わざマシン,,じゃれつく
アシマリ,通常,レベルアップ,33,ムーンフォース
アシマリ,通常,レベルアップ,12,つぶらなひとみ
アシマリ,通常,タマゴ,,いのちのしずく
アシマリ,通常,わざマシン,,クイックターン
アシマリ,通常,わざマシン,,トリプルアクセル
アシマリ,通常,わざマシン,,テラバースト
アシマリ,通常,わざマシン,,アイススピナー
アシマリ,通常,わざマシン,,ひやみず
オシャマリ,通常,レベルアップ,1,はたく
オシャマリ,通常,わざマシン,,のしかかり
オシャマリ,通常,レベルアップ,1,なきごえ
オシャマリ,通常,レベルアップ,20,うたう
オシャマリ,通常,レベルアップ,1,みずでっぽう
オシャマリ,通常,レベルアップ,50,ハイドロポンプ
オシャマリ,通常,わざマシン,,ハイドロポンプ
オシャマリ,通常,わざマシン,,なみのり
オシャマリ,通常,わざマシン,,れいとうビーム
オシャマリ,通常,わざマシン,,ふぶき
オシャマリ,通常,レベルアップ,25,バブルこうせん
オシャマリ,通常,わざマシン,,たきのぼり
オシャマリ,通常,わざマシン,,スピードスター
オシャマリ,通常,わざマシン,,ドわすれ
オシャマリ,通常,わざマシン,,ねむる
オシャマリ,通常,わざマシン,,みがわり
オシャマリ,通常,わざマシン,,まもる
オシャマリ,通常,タマゴ,,ほろびのうた
オシャマリ,通常,レベルアップ,15,こごえるかぜ
オシャマリ,通常,わざマシン,,こごえるかぜ
オシャマリ,通常,わざマシン,,こらえる
オシャマリ,通常,わざマシン,,あまえる
オシャマリ,通常,わざマシン,,ねごと
オシャマリ,通常,レベルアップ,30,アンコール
オシャマリ,通常,わざマシン,,アンコール
オシャマリ,通常,わざマシン,,あまごい
オシャマリ,通常,わざマシン,,うずしお
オシャマリ,通常,わざマシン,,さわぐ
オシャマリ,通常,わざマシン,,からげんき
オシャマリ,通常,わざマシン,,てだすけ
オシャマリ,通常,レベルアップ,40,ハイパーボイス
オシャマリ,通常,わざマシン,,ハイパーボイス
オシャマリ,通常,わざマシン,,みずのはどう
オシャマリ,通常,タマゴ,,アクアリング
オシャマリ,通常,レベルアップ,9,アクアジェット
オシャマリ,通常,わざマシン,,アクロバット
オシャマリ,通常,わざマシン,,みずのちかい
オシャマリ,通常,レベルアップ,1,チャームボイス
オシャマリ,通常,わざマシン,,チャームボイス
オシャマリ,通常,わざマシン,,ドレインキッス
オシャマリ,通常,レベルアップ,35,ミストフィールド
オシャマリ,通常,わざマシン,,ミストフィールド
オシャマリ,通常,わざマシン,,じゃれつく
オシャマリ,通常,レベルアップ,45,ムーンフォース
オシャマリ,通常,レベルアップ,12,つぶらなひとみ
オシャマリ,通常,タマゴ,,いのちのしずく
オシャマリ,通常,わざマシン,,クイックターン
オシャマリ,通常,わざマシン,,トリプルアクセル
オシャマリ,通常,わざマシン,,テラバースト
オシャマリ,通常,わざマシン,,アイススピナー
オシャマリ,通常,わざマシン,,ひやみず
アシレーヌ,通常,レベルアップ,1,はたく
アシレーヌ,通常,わざマシン,,のしかかり
アシレーヌ,通常,レベルアップ,1,なきごえ
アシレーヌ,通常,レベルアップ,20,うたう
アシレーヌ,通常,レベルアップ,1,みずでっぽう
アシレーヌ,通常,レベルアップ,58,ハイドロポンプ
アシレーヌ,通常,わざマシン,,ハイドロポンプ
アシレーヌ,通常,わざマシン,,なみのり
アシレーヌ,通常,わざマシン,,れいとうビーム
アシレーヌ,通常,わざマシン,,ふぶき
アシレーヌ,通常,レベルアップ,25,バブルこうせん
アシレーヌ,通常,わざマシン,,はかいこうせん
アシレーヌ,通常,わざマシン,,サイコキネシス
アシレーヌ,通常,わざマシン,,ひかりのかべ
アシレーヌ,通常,わざマシン,,くろいきり
アシレーヌ,通常,わざマシン,,リフレクター
アシレーヌ,通常,わざマシン,,たきのぼり
アシレーヌ,通常,わざマシン,,スピードスター
アシレーヌ,通常,わざマシン,,ドわすれ
アシレーヌ,通常,わざマシン,,ねむる
アシレーヌ,通常,わざマシン,,みがわり
アシレーヌ,通常,わざマシン,,まもる
アシレーヌ,通常,タマゴ,,ほろびのうた
アシレーヌ,通常,レベルアップ,15,こごえるかぜ
アシレーヌ,通常,わざマシン,,こごえるかぜ
アシレーヌ,通常,わざマシン,,こらえる
アシレーヌ,通常,わざマシン,,あまえる
アシレーヌ,通常,わざマシン,,ねごと
アシレーヌ,通常,レベルアップ,30,アンコール
アシレーヌ,通常,わざマシン,,アンコール
アシレーヌ,通常,わざマシン,,あまごい
アシレーヌ,通常,わざマシン,,じこあんじ
アシレーヌ,通常,わざマシン,,シャドーボール
アシレーヌ,通常,わざマシン,,うずしお
アシレーヌ,通常,わざマシン,,さわぐ
アシレーヌ,通常,わざマシン,,からげんき
アシレーヌ,通常,わざマシン,,てだすけ
アシレーヌ,通常,レベルアップ,44,ハイパーボイス
アシレーヌ,通常,わざマシン,,ハイパーボイス
アシレーヌ,通常,わざマシン,,ハイドロカノン
アシレーヌ,通常,わざマシン,,ウェザーボール
アシレーヌ,通常,わざマシン,,めいそう
アシレーヌ,通常,わざマシン,,みずのはどう
アシレーヌ,通常,タマゴ,,アクアリング
アシレーヌ,通常,わざマシン,,エナジーボール
アシレーヌ,通常,わざマシン,,ギガインパクト
アシレーヌ,通常,レベルアップ,9,アクアジェット
アシレーヌ,通常,わざマシン,,アシストパワー
アシレーヌ,通常,わざマシン,,アクロバット
アシレーヌ,通常,わざマシン,,みずのちかい
アシレーヌ,通常,レベルアップ,1,チャームボイス
アシレーヌ,通常,わざマシン,,チャームボイス
アシレーヌ,通常,わざマシン,,ドレインキッス
アシレーヌ,通常,レベルアップ,37,ミストフィールド
アシレーヌ,通常,わざマシン,,ミストフィールド
アシレーヌ,通常,わざマシン,,じゃれつく
アシレーヌ,通常,レベルアップ,51,ムーンフォース
アシレーヌ,通常,わざマシン,,マジカルシャイン
アシレーヌ,通常,レベルアップ,12,つぶらなひとみ
アシレーヌ,通常,レベルアップ,0,うたかたのアリア
アシレーヌ,通常,わざマシン,,アクアブレイク
アシレーヌ,通常,タマゴ,,いのちのしずく
アシレーヌ,通常,わざマシン,,ミストバースト
アシレーヌ,通常,わざマシン,,クイックターン
アシレーヌ,通常,わざマシン,,トリプルアクセル
アシレーヌ,通常,わざマシン,,テラバースト
アシレーヌ,通常,わざマシン,,アイススピナー
アシレーヌ,通常,わざマシン,,ゆきげしき
アシレーヌ,通常,わざマシン,,ひやみず
アシレーヌ,通常,わざマシン,,みわくのボイス
アシレーヌ,通常,わざマシン,,サイコノイズ
ツツケラ,通常,わざマシン,,つるぎのまい
ツツケラ,通常,わざマシン,,そらをとぶ
ツツケラ,通常,レベルアップ,21,みだれづき
ツツケラ,通常,わざマシン,,とっしん
ツツケラ,通常,レベルアップ,3,なきごえ
ツツケラ,通常,レベルアップ,13,ちょうおんぱ
ツツケラ,通常,レベルアップ,1,つつく
ツツケラ,通常,レベルアップ,27,ドリルくちばし
ツツケラ,通常,レベルアップ,25,いやなおと
ツツケラ,通常,タマゴ,,ゴッドバード
ツツケラ,通常,わざマシン,,ねむる
ツツケラ,通常,わざマシン,,みがわり
ツツケラ,通常,わざマシン,,どろぼう
ツツケラ,通常,わざマシン,,まもる
ツツケラ,通常,わざマシン,,こらえる
ツツケラ,通常,わざマシン,,ねごと
ツツケラ,通常,わざマシン,,にほんばれ
ツツケラ,通常,レベルアップ,9,いわくだき
ツツケラ,通常,わざマシン,,さわぐ
ツツケラ,通常,わざマシン,,ねっぷう
ツツケラ,通常,わざマシン,,からげんき
ツツケラ,通常,わざマシン,,てだすけ
ツツケラ,通常,わざマシン,,かわらわり
ツツケラ,通常,わざマシン,,はたきおとす
ツツケラ,通常,わざマシン,,がむしゃら
ツツケラ,通常,レベルアップ,33,フェザーダンス
ツツケラ,通常,わざマシン,,フェザーダンス
ツツケラ,通常,レベルアップ,37,ハイパーボイス
ツツケラ,通常,わざマシン,,ハイパーボイス
ツツケラ,通常,わざマシン,,エアカッター
ツツケラ,通常,レベルアップ,31,タネマシンガン
ツツケラ,通常,わざマシン,,タネマシンガン
ツツケラ,通常,わざマシン,,つばめがえし
ツツケラ,通常,レベルアップ,19,はねやすめ
ツツケラ,通常,レベルアップ,15,ついばむ
ツツケラ,通常,わざマシン,,おいかぜ
ツツケラ,通常,わざマシン,,とんぼがえり
ツツケラ,通常,わざマシン,,エアスラッシュ
ツツケラ,通常,わざマシン,,ブレイブバード
ツツケラ,通常,タマゴ,,ダストシュート
ツツケラ,通常,わざマシン,,ダストシュート
ツツケラ,通常,わざマシン,,うちおとす
ツツケラ,通常,わざマシン,,ニトロチャージ
ツツケラ,通常,レベルアップ,7,エコーボイス
ツツケラ,通常,わざマシン,,アクロバット
ツツケラ,通常,タマゴ,,ばくおんぱ
ツツケラ,通常,わざマシン,,ダブルウイング
ツツケラ,通常,わざマシン,,テラバースト
ケララッパ,通常,わざマシン,,つるぎのまい
ケララッパ,通常,わざマシン,,そらをとぶ
ケララッパ,通常,レベルアップ,24,みだれづき
ケララッパ,通常,わざマシン,,とっしん
ケララッパ,通常,レベルアップ,1,なきごえ
ケララッパ,通常,レベルアップ,13,ちょうおんぱ
ケララッパ,通常,レベルアップ,1,つつく
ケララッパ,通常,レベルアップ,32,ドリルくちばし
ケララッパ,通常,レベルアップ,29,いやなおと
ケララッパ,通常,わざマシン,,スピードスター
ケララッパ,通常,タマゴ,,ゴッドバード
ケララッパ,通常,わざマシン,,ねむる
ケララッパ,通常,わざマシン,,みがわり
ケララッパ,通常,わざマシン,,どろぼう
ケララッパ,通常,わざマシン,,まもる
ケララッパ,通常,わざマシン,,こらえる
ケララッパ,通常,わざマシン,,ねごと
ケララッパ,通常,わざマシン,,にほんばれ
ケララッパ,通常,レベルアップ,1,いわくだき
ケララッパ,通常,わざマシン,,さわぐ
ケララッパ,通常,わざマシン,,ねっぷう
ケララッパ,通常,わざマシン,,からげんき
ケララッパ,通常,わざマシン,,てだすけ
ケララッパ,通常,わざマシン,,かわらわり
ケララッパ,通常,わざマシン,,はたきおとす
ケララッパ,通常,わざマシン,,がむしゃら
ケララッパ,通常,レベルアップ,40,フェザーダンス
ケララッパ,通常,わざマシン,,フェザーダンス
ケララッパ,通常,レベルアップ,45,ハイパーボイス
ケララッパ,通常,わざマシン,,ハイパーボイス
ケララッパ,通常,わざマシン,,エアカッター
ケララッパ,通常,レベルアップ,37,タネマシンガン
ケララッパ,通常,わざマシン,,タネマシンガン
ケララッパ,通常,わざマシン,,つばめがえし
ケララッパ,通常,レベルアップ,1,ロックブラスト
ケララッパ,通常,わざマシン,,ロックブラスト
ケララッパ,通常,レベルアップ,21,はねやすめ
ケララッパ,通常,レベルアップ,16,ついばむ
ケララッパ,通常,わざマシン,,おいかぜ
ケララッパ,通常,わざマシン,,とんぼがえり
ケララッパ,通常,わざマシン,,エアスラッシュ
ケララッパ,通常,わざマシン,,ブレイブバード
ケララッパ,通常,タマゴ,,ダストシュート
ケララッパ,通常,わざマシン,,ダストシュート
ケララッパ,通常,わざマシン,,うちおとす
ケララッパ,通常,わざマシン,,ニトロチャージ
ケララッパ,通常,タマゴ,,エコーボイス
ケララッパ,通常,わざマシン,,アクロバット
ケララッパ,通常,タマゴ,,ばくおんぱ
ケララッパ,通常,わざマシン,,ダブルウイング
ケララッパ,通常,わざマシン,,テラバースト
ドデカバシ,通常,わざマシン,,つるぎのまい
ドデカバシ,通常,わざマシン,,そらをとぶ
ドデカバシ,通常,レベルアップ,24,みだれづき
ドデカバシ,通常,わざマシン,,とっしん
ドデカバシ,通常,レベルアップ,1,なきごえ
ドデカバシ,通常,レベルアップ,13,ちょうおんぱ
ドデカバシ,通常,わざマシン,,はかいこうせん
ドデカバシ,通常,レベルアップ,1,つつく
ドデカバシ,通常,レベルアップ,34,ドリルくちばし
ドデカバシ,通常,レベルアップ,30,いやなおと
ドデカバシ,通常,わざマシン,,スピードスター
ドデカバシ,通常,タマゴ,,ゴッドバード
ドデカバシ,通常,わざマシン,,ねむる
ドデカバシ,通常,わざマシン,,みがわり
ドデカバシ,通常,わざマシン,,どろぼう
ドデカバシ,通常,わざマシン,,まもる
ドデカバシ,通常,わざマシン,,こわいかお
ドデカバシ,通常,わざマシン,,こらえる
ドデカバシ,通常,わざマシン,,ねごと
ドデカバシ,通常,わざマシン,,アンコール
ドデカバシ,通常,わざマシン,,にほんばれ
ドデカバシ,通常,わざマシン,,じこあんじ
ドデカバシ,通常,レベルアップ,1,いわくだき
ドデカバシ,通常,わざマシン,,さわぐ
ドデカバシ,通常,わざマシン,,ねっぷう
ドデカバシ,通常,わざマシン,,からげんき
ドデカバシ,通常,わざマシン,,てだすけ
ドデカバシ,通常,わざマシン,,かわらわり
ドデカバシ,通常,わざマシン,,はたきおとす
ドデカバシ,通常,わざマシン,,がむしゃら
ドデカバシ,通常,レベルアップ,44,フェザーダンス
ドデカバシ,通常,わざマシン,,フェザーダンス
ドデカバシ,通常,レベルアップ,50,ハイパーボイス
ドデカバシ,通常,わざマシン,,ハイパーボイス
ドデカバシ,通常,わざマシン,,エアカッター
ドデカバシ,通常,わざマシン,,オーバーヒート
ドデカバシ,通常,レベルアップ,40,タネマシンガン
ドデカバシ,通常,わざマシン,,タネマシンガン
ドデカバシ,通常,わざマシン,,つばめがえし
ドデカバシ,通常,レベルアップ,1,ロックブラスト
ドデカバシ,通常,わざマシン,,ロックブラスト
ドデカバシ,通常,レベルアップ,21,はねやすめ
ドデカバシ,通常,レベルアップ,16,ついばむ
ドデカバシ,通常,わざマシン,,おいかぜ
ドデカバシ,通常,わざマシン,,とんぼがえり
ドデカバシ,通常,わざマシン,,タネばくだん
ドデカバシ,通常,わざマシン,,エアスラッシュ
ドデカバシ,通常,わざマシン,,ブレイブバード
ドデカバシ,通常,わざマシン,,ギガインパクト
ドデカバシ,通常,わざマシン,,ラスターカノン
ドデカバシ,通常,タマゴ,,ダストシュート
ドデカバシ,通常,わざマシン,,ダストシュート
ドデカバシ,通常,わざマシン,,うちおとす
ドデカバシ,通常,わざマシン,,ニトロチャージ
ドデカバシ,通常,レベルアップ,1,エコーボイス
ドデカバシ,通常,わざマシン,,アクロバット
ドデカバシ,通常,わざマシン,,ぼうふう
ドデカバシ,通常,タマゴ,,ばくおんぱ
ドデカバシ,通常,わざマシン,,じごくづき
ドデカバシ,通常,レベルアップ,0,くちばしキャノン
ドデカバシ,通常,わざマシン,,ダブルウイング
ドデカバシ,通常,わざマシン,,テラバースト
ドデカバシ,通常,わざマシン,,やけっぱち
ヤングース,通常,レベルアップ,10,すなかけ
ヤングース,通常,レベルアップ,1,たいあたり
ヤングース,通常,レベルアップ,28,とっしん
ヤングース,通常,わざマシン,,とっしん
ヤングース,通常,レベルアップ,40,あばれる
ヤングース,通常,わざマシン,,すてみタックル
ヤングース,通常,レベルアップ,3,にらみつける
ヤングース,通常,レベルアップ,19,かみつく
ヤングース,通常,わざマシン,,あなをほる
ヤングース,通常,レベルアップ,43,ねむる
ヤングース,通常,わざマシン,,ねむる
ヤングース,通常,レベルアップ,25,いかりのまえば
ヤングース,通常,わざマシン,,いかりのまえば
ヤングース,通常,わざマシン,,みがわり
ヤングース,通常,わざマシン,,どろぼう
ヤングース,通常,わざマシン,,きしかいせい
ヤングース,通常,わざマシン,,まもる
ヤングース,通常,レベルアップ,31,こわいかお
ヤングース,通常,わざマシン,,こわいかお
ヤングース,通常,レベルアップ,22,どろかけ
ヤングース,通常,わざマシン,,どろかけ
ヤングース,通常,わざマシン,,すなあらし
ヤングース,通常,わざマシン,,こらえる
ヤングース,通常,わざマシン,,ねごと
ヤングース,通常,わざマシン,,あまごい
ヤングース,通常,わざマシン,,にほんばれ
ヤングース,通常,レベルアップ,34,かみくだく
ヤングース,通常,わざマシン,,かみくだく
ヤングース,通常,わざマシン,,からげんき
ヤングース,通常,わざマシン,,ちょうはつ
ヤングース,通常,わざマシン,,てだすけ
ヤングース,通常,レベルアップ,37,あくび
ヤングース,通常,タマゴ,,がむしゃら
ヤングース,通常,わざマシン,,がむしゃら
ヤングース,通常,わざマシン,,がんせきふうじ
ヤングース,通常,わざマシン,,マッドショット
ヤングース,通常,わざマシン,,とんぼがえり
ヤングース,通常,レベルアップ,7,しっぺがえし
ヤングース,通常,タマゴ,,とっておき
ヤングース,通常,わざマシン,,タネばくだん
ヤングース,通常,タマゴ,,かみなりのキバ
ヤングース,通常,わざマシン,,かみなりのキバ
ヤングース,通常,タマゴ,,こおりのキバ
ヤングース,通常,わざマシン,,こおりのキバ
ヤングース,通常,タマゴ,,ほのおのキバ
ヤングース,通常,わざマシン,,ほのおのキバ
ヤングース,通常,わざマシン,,しねんのずつき
ヤングース,通常,わざマシン,,じならし
ヤングース,通常,レベルアップ,13,ふるいたてる
ヤングース,通常,わざマシン,,ワイルドボルト
ヤングース,通常,わざマシン,,サイコファング
ヤングース,通常,わざマシン,,じだんだ
ヤングース,通常,わざマシン,,テラバースト
ヤングース,通常,わざマシン,,くさわけ
ヤングース,通常,わざマシン,,ひやみず
デカグース,通常,わざマシン,,ほのおのパンチ
デカグース,通常,わざマシン,,れいとうパンチ
デカグース,通常,わざマシン,,かみなりパンチ
デカグース,通常,レベルアップ,1,すなかけ
デカグース,通常,レベルアップ,1,たいあたり
デカグース,通常,わざマシン,,のしかかり
デカグース,通常,レベルアップ,31,とっしん
デカグース,通常,わざマシン,,とっしん
デカグース,通常,レベルアップ,47,あばれる
デカグース,通常,わざマシン,,すてみタックル
デカグース,通常,レベルアップ,1,にらみつける
デカグース,通常,レベルアップ,19,かみつく
デカグース,通常,わざマシン,,ほえる
デカグース,通常,わざマシン,,はかいこうせん
デカグース,通常,わざマシン,,じしん
デカグース,通常,わざマシン,,あなをほる
デカグース,通常,レベルアップ,52,ねむる
デカグース,通常,わざマシン,,ねむる
デカグース,通常,レベルアップ,27,いかりのまえば
デカグース,通常,わざマシン,,いかりのまえば
デカグース,通常,わざマシン,,みがわり
デカグース,通常,わざマシン,,どろぼう
デカグース,通常,わざマシン,,のろい
デカグース,通常,わざマシン,,きしかいせい
デカグース,通常,わざマシン,,まもる
デカグース,通常,レベルアップ,35,こわいかお
デカグース,通常,わざマシン,,こわいかお
デカグース,通常,レベルアップ,23,どろかけ
デカグース,通常,わざマシン,,どろかけ
デカグース,通常,わざマシン,,すなあらし
デカグース,通常,わざマシン,,こらえる
デカグース,通常,わざマシン,,ねごと
デカグース,通常,わざマシン,,あまごい
デカグース,通常,わざマシン,,にほんばれ
デカグース,通常,レベルアップ,39,かみくだく
デカグース,通常,わざマシン,,かみくだく
デカグース,通常,わざマシン,,からげんき
デカグース,通常,わざマシン,,きあいパンチ
デカグース,通常,わざマシン,,ちょうはつ
デカグース,通常,わざマシン,,てだすけ
デカグース,通常,レベルアップ,43,あくび
デカグース,通常,わざマシン,,はたきおとす
デカグース,通常,わざマシン,,がむしゃら
デカグース,通常,わざマシン,,がんせきふうじ
デカグース,通常,わざマシン,,マッドショット
デカグース,通常,わざマシン,,とんぼがえり
デカグース,通常,レベルアップ,1,しっぺがえし
デカグース,通常,わざマシン,,なげつける
デカグース,通常,わざマシン,,タネばくだん
デカグース,通常,わざマシン,,ギガインパクト
デカグース,通常,わざマシン,,かみなりのキバ
デカグース,通常,わざマシン,,こおりのキバ
デカグース,通常,わざマシン,,ほのおのキバ
デカグース,通常,わざマシン,,しねんのずつき
デカグース,通常,わざマシン,,アイアンヘッド
デカグース,通常,わざマシン,,ローキック
デカグース,通常,わざマシン,,じならし
デカグース,通常,レベルアップ,13,ふるいたてる
デカグース,通常,わざマシン,,ワイルドボルト
デカグース,通常,わざマシン,,サイコファング
デカグース,通常,わざマシン,,じだんだ
デカグース,通常,わざマシン,,テラバースト
デカグース,通常,わざマシン,,くさわけ
デカグース,通常,わざマシン,,ひやみず
アゴジムシ,通常,レベルアップ,1,はさむ
アゴジムシ,通常,わざマシン,,とっしん
アゴジムシ,通常,レベルアップ,15,かみつく
アゴジムシ,通常,レベルアップ,5,いとをはく
アゴジムシ,通常,わざマシン,,10まんボルト
アゴジムシ,通常,わざマシン,,でんじは
アゴジムシ,通常,レベルアップ,40,あなをほる
アゴジムシ,通常,わざマシン,,あなをほる
アゴジムシ,通常,タマゴ,,かたくなる
アゴジムシ,通常,わざマシン,,ひかりのかべ
アゴジムシ,通常,わざマシン,,ねむる
アゴジムシ,通常,わざマシン,,みがわり
アゴジムシ,通常,わざマシン,,まもる
アゴジムシ,通常,レベルアップ,1,どろかけ
アゴジムシ,通常,わざマシン,,どろかけ
アゴジムシ,通常,わざマシン,,こらえる
アゴジムシ,通常,レベルアップ,21,スパーク
アゴジムシ,通常,わざマシン,,ねごと
アゴジムシ,通常,わざマシン,,バトンタッチ
アゴジムシ,通常,わざマシン,,あまごい
アゴジムシ,通常,レベルアップ,35,かみくだく
アゴジムシ,通常,わざマシン,,かみくだく
アゴジムシ,通常,わざマシン,,からげんき
アゴジムシ,通常,わざマシン,,じゅうでん
アゴジムシ,通常,わざマシン,,マッドショット
アゴジムシ,通常,わざマシン,,どくづき
アゴジムシ,通常,レベルアップ,30,シザークロス
アゴジムシ,通常,わざマシン,,シザークロス
アゴジムシ,通常,タマゴ,,ほうでん
アゴジムシ,通常,レベルアップ,10,むしくい
アゴジムシ,通常,わざマシン,,むしくい
アゴジムシ,通常,わざマシン,,チャージビーム
アゴジムシ,通常,わざマシン,,ボルトチェンジ
アゴジムシ,通常,わざマシン,,むしのていこう
アゴジムシ,通常,わざマシン,,エレキネット
アゴジムシ,通常,わざマシン,,ワイルドボルト
アゴジムシ,通常,レベルアップ,25,ねばねばネット
アゴジムシ,通常,わざマシン,,エレキフィールド
アゴジムシ,通常,わざマシン,,とびかかる
アゴジムシ,通常,わざマシン,,はいよるいちげき
アゴジムシ,通常,わざマシン,,テラバースト
アゴジムシ,通常,わざマシン,,とびつく
デンヂムシ,通常,レベルアップ,1,はさむ
デンヂムシ,通常,わざマシン,,とっしん
デンヂムシ,通常,レベルアップ,15,かみつく
デンヂムシ,通常,レベルアップ,1,いとをはく
デンヂムシ,通常,わざマシン,,10まんボルト
デンヂムシ,通常,わざマシン,,でんじは
デンヂムシ,通常,わざマシン,,かみなり
デンヂムシ,通常,レベルアップ,50,あなをほる
デンヂムシ,通常,わざマシン,,あなをほる
デンヂムシ,通常,タマゴ,,かたくなる
デンヂムシ,通常,わざマシン,,ひかりのかべ
デンヂムシ,通常,わざマシン,,ねむる
デンヂムシ,通常,わざマシン,,みがわり
デンヂムシ,通常,わざマシン,,まもる
デンヂムシ,通常,レベルアップ,1,どろかけ
デンヂムシ,通常,わざマシン,,どろかけ
デンヂムシ,通常,わざマシン,,こらえる
デンヂムシ,通常,レベルアップ,23,スパーク
デンヂムシ,通常,わざマシン,,ねごと
デンヂムシ,通常,わざマシン,,バトンタッチ
デンヂムシ,通常,わざマシン,,あまごい
デンヂムシ,通常,レベルアップ,43,かみくだく
デンヂムシ,通常,わざマシン,,かみくだく
デンヂムシ,通常,わざマシン,,からげんき
